,song_title,song_id,song_artist,genre,playlist_id,playlist_title,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
184,Wet,5ZLrKZgdH1lQn0NMQt1eLR,YFN Lucci,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.238,https://api.spotify.com/v1/audio-analysis/5ZLrKZgdH1lQn0NMQt1eLR,0.695,209848,0.642,5ZLrKZgdH1lQn0NMQt1eLR,0,1,0.359,-6.13,0,0.195,128.034,4,https://api.spotify.com/v1/tracks/5ZLrKZgdH1lQn0NMQt1eLR,audio_features,spotify:track:5ZLrKZgdH1lQn0NMQt1eLR,0.316
185,Riot,3U3STxSn8EgiwtbgG7g6k1,Lil Skies,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.0236,https://api.spotify.com/v1/audio-analysis/3U3STxSn8EgiwtbgG7g6k1,0.853,166458,0.852,3U3STxSn8EgiwtbgG7g6k1,0,1,0.342,-5.063,1,0.201,98.022,4,https://api.spotify.com/v1/tracks/3U3STxSn8EgiwtbgG7g6k1,audio_features,spotify:track:3U3STxSn8EgiwtbgG7g6k1,0.832
186,Off My Chest (feat. Lil Pump),6Qc9j5wJeyUmC3cRJ3ZEWF,Smokepurpp,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.00518,https://api.spotify.com/v1/audio-analysis/6Qc9j5wJeyUmC3cRJ3ZEWF,0.709,178872,0.585,6Qc9j5wJeyUmC3cRJ3ZEWF,0,0,0.124,-5.886,0,0.0903,130.02,4,https://api.spotify.com/v1/tracks/6Qc9j5wJeyUmC3cRJ3ZEWF,audio_features,spotify:track:6Qc9j5wJeyUmC3cRJ3ZEWF,0.356
187,Jump Off,0klK1UoYEp8n30EV80VdqO,Flipp Dinero,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.256,https://api.spotify.com/v1/audio-analysis/0klK1UoYEp8n30EV80VdqO,0.848,186421,0.327,0klK1UoYEp8n30EV80VdqO,0,1,0.108,-16.44,1,0.353,133.995,4,https://api.spotify.com/v1/tracks/0klK1UoYEp8n30EV80VdqO,audio_features,spotify:track:0klK1UoYEp8n30EV80VdqO,0.718
188,Yikes,1cvdQqh8G8ChlTKHidVo2j,Jack Harlow,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.335,https://api.spotify.com/v1/audio-analysis/1cvdQqh8G8ChlTKHidVo2j,0.646,129686,0.88,1cvdQqh8G8ChlTKHidVo2j,0.000253,4,0.102,-4.976,1,0.252,99.034,4,https://api.spotify.com/v1/tracks/1cvdQqh8G8ChlTKHidVo2j,audio_features,spotify:track:1cvdQqh8G8ChlTKHidVo2j,0.775
189,Outta There,6N3P6Y7bTEnQEpqqagKIHj,Moe,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.145,https://api.spotify.com/v1/audio-analysis/6N3P6Y7bTEnQEpqqagKIHj,0.808,156307,0.444,6N3P6Y7bTEnQEpqqagKIHj,0.00414,7,0.137,-7.896,1,0.0764,122.973,4,https://api.spotify.com/v1/tracks/6N3P6Y7bTEnQEpqqagKIHj,audio_features,spotify:track:6N3P6Y7bTEnQEpqqagKIHj,0.228
190,400 Shots,3sUw3qiYHZRvW86FHZuz6d,Yungeen Ace,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.0141,https://api.spotify.com/v1/audio-analysis/3sUw3qiYHZRvW86FHZuz6d,0.739,136362,0.769,3sUw3qiYHZRvW86FHZuz6d,0,11,0.335,-4.459,0,0.34,89.871,4,https://api.spotify.com/v1/tracks/3sUw3qiYHZRvW86FHZuz6d,audio_features,spotify:track:3sUw3qiYHZRvW86FHZuz6d,0.6
191,Wavy,55pw5x631GTP2YLGti7gAg,Lil Keed,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.0643,https://api.spotify.com/v1/audio-analysis/55pw5x631GTP2YLGti7gAg,0.89,239947,0.472,55pw5x631GTP2YLGti7gAg,0,8,0.108,-7.023,1,0.401,76.009,4,https://api.spotify.com/v1/tracks/55pw5x631GTP2YLGti7gAg,audio_features,spotify:track:55pw5x631GTP2YLGti7gAg,0.338
192,Me Vs Me,6RgeSW6ECn5UIj4MDlwrTp,Moneybagg Yo,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.193,https://api.spotify.com/v1/audio-analysis/6RgeSW6ECn5UIj4MDlwrTp,0.853,183934,0.83,6RgeSW6ECn5UIj4MDlwrTp,0,5,0.296,-4.519,0,0.2,131.004,4,https://api.spotify.com/v1/tracks/6RgeSW6ECn5UIj4MDlwrTp,audio_features,spotify:track:6RgeSW6ECn5UIj4MDlwrTp,0.612
193,Bookbag,2ODS8SktlN0ajco7xi0GFa,BigKayBeezy,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.00916,https://api.spotify.com/v1/audio-analysis/2ODS8SktlN0ajco7xi0GFa,0.942,113060,0.396,2ODS8SktlN0ajco7xi0GFa,0,1,0.0803,-11.562,1,0.586,135.059,4,https://api.spotify.com/v1/tracks/2ODS8SktlN0ajco7xi0GFa,audio_features,spotify:track:2ODS8SktlN0ajco7xi0GFa,0.559
194,Body Count (feat. King Von & G Herbo),30AW1wD8qK1Bqw3Z44xs3f,Mozzy,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.105,https://api.spotify.com/v1/audio-analysis/30AW1wD8qK1Bqw3Z44xs3f,0.815,243531,0.673,30AW1wD8qK1Bqw3Z44xs3f,0,1,0.0894,-6.195,1,0.354,144.19,4,https://api.spotify.com/v1/tracks/30AW1wD8qK1Bqw3Z44xs3f,audio_features,spotify:track:30AW1wD8qK1Bqw3Z44xs3f,0.498
195,Drip Day N Night (feat. Gunna & Lil Keed),0i07eiCpmj8MkXkf2Xu6lv,Lil Gotit,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.338,https://api.spotify.com/v1/audio-analysis/0i07eiCpmj8MkXkf2Xu6lv,0.872,195887,0.515,0i07eiCpmj8MkXkf2Xu6lv,0,1,0.0887,-10.14,1,0.25,129.961,4,https://api.spotify.com/v1/tracks/0i07eiCpmj8MkXkf2Xu6lv,audio_features,spotify:track:0i07eiCpmj8MkXkf2Xu6lv,0.515
196,Stress,0eeT0bMeaXW6eP14X5HMvh,Casanova,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.0138,https://api.spotify.com/v1/audio-analysis/0eeT0bMeaXW6eP14X5HMvh,0.576,198200,0.576,0eeT0bMeaXW6eP14X5HMvh,0,6,0.102,-9.453,0,0.411,103.547,5,https://api.spotify.com/v1/tracks/0eeT0bMeaXW6eP14X5HMvh,audio_features,spotify:track:0eeT0bMeaXW6eP14X5HMvh,0.369
197,"495 (feat. Rico Nasty, Big Flock, Big JAM & Weensey)",1uO3uDcnAFjz4ZaQjBlM6a,IDK,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.00799,https://api.spotify.com/v1/audio-analysis/1uO3uDcnAFjz4ZaQjBlM6a,0.84,237406,0.635,1uO3uDcnAFjz4ZaQjBlM6a,0,1,0.133,-6.392,1,0.309,131.99,4,https://api.spotify.com/v1/tracks/1uO3uDcnAFjz4ZaQjBlM6a,audio_features,spotify:track:1uO3uDcnAFjz4ZaQjBlM6a,0.329
198,Attitude (feat. Young Nudy),122HHADjdXGtvpHYnzP2ys,Deante' Hitchcock,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.256,https://api.spotify.com/v1/audio-analysis/122HHADjdXGtvpHYnzP2ys,0.744,201467,0.735,122HHADjdXGtvpHYnzP2ys,0,0,0.169,-3.257,1,0.112,134.899,4,https://api.spotify.com/v1/tracks/122HHADjdXGtvpHYnzP2ys,audio_features,spotify:track:122HHADjdXGtvpHYnzP2ys,0.54
199,"No Suburban, Pt. 2",3S5dLLX6GvTJa1bwAlN4wD,Sheff G,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.474,https://api.spotify.com/v1/audio-analysis/3S5dLLX6GvTJa1bwAlN4wD,0.851,153561,0.461,3S5dLLX6GvTJa1bwAlN4wD,0,8,0.258,-7.876,1,0.322,143.974,4,https://api.spotify.com/v1/tracks/3S5dLLX6GvTJa1bwAlN4wD,audio_features,spotify:track:3S5dLLX6GvTJa1bwAlN4wD,0.62
200,Outstanding,7DYruZPqfEjCQRi3LWmHCn,Smoove'L,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.087,https://api.spotify.com/v1/audio-analysis/7DYruZPqfEjCQRi3LWmHCn,0.781,158897,0.77,7DYruZPqfEjCQRi3LWmHCn,0,6,0.135,-5.023,0,0.396,145.316,4,https://api.spotify.com/v1/tracks/7DYruZPqfEjCQRi3LWmHCn,audio_features,spotify:track:7DYruZPqfEjCQRi3LWmHCn,0.819
201,Wetty,2n5tZGBgPZ4qeQH7UcTJgN,Fivio Foreign,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.0519,https://api.spotify.com/v1/audio-analysis/2n5tZGBgPZ4qeQH7UcTJgN,0.538,235009,0.678,2n5tZGBgPZ4qeQH7UcTJgN,0,2,0.119,-5.611,1,0.381,70.444,4,https://api.spotify.com/v1/tracks/2n5tZGBgPZ4qeQH7UcTJgN,audio_features,spotify:track:2n5tZGBgPZ4qeQH7UcTJgN,0.524
202,BDE (with Smoove’L),6GsNi5QDu9e5XBJEJ1uabl,Melii,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.135,https://api.spotify.com/v1/audio-analysis/6GsNi5QDu9e5XBJEJ1uabl,0.799,148030,0.692,6GsNi5QDu9e5XBJEJ1uabl,0,9,0.352,-5.525,1,0.284,140.003,4,https://api.spotify.com/v1/tracks/6GsNi5QDu9e5XBJEJ1uabl,audio_features,spotify:track:6GsNi5QDu9e5XBJEJ1uabl,0.769
206,Dropout (with Maxo Kream),2YexeE3MU9eMpv5TDVPgYl,OMB Bloodbath,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.376,https://api.spotify.com/v1/audio-analysis/2YexeE3MU9eMpv5TDVPgYl,0.852,184382,0.563,2YexeE3MU9eMpv5TDVPgYl,0,2,0.187,-8.468,1,0.137,110.021,4,https://api.spotify.com/v1/tracks/2YexeE3MU9eMpv5TDVPgYl,audio_features,spotify:track:2YexeE3MU9eMpv5TDVPgYl,0.328
210,Only The Team (with Lil Mosey & Lil Tjay),6UHfW9PmGAUjIVeIkPzPQ2,Rvssian,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.0178,https://api.spotify.com/v1/audio-analysis/6UHfW9PmGAUjIVeIkPzPQ2,0.764,168980,0.774,6UHfW9PmGAUjIVeIkPzPQ2,0,5,0.113,-2.871,0,0.202,149.952,4,https://api.spotify.com/v1/tracks/6UHfW9PmGAUjIVeIkPzPQ2,audio_features,spotify:track:6UHfW9PmGAUjIVeIkPzPQ2,0.597
211,Cool J,7GY3zgp2k4ZiRWpuDJn0hR,Roy Woods,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.00998,https://api.spotify.com/v1/audio-analysis/7GY3zgp2k4ZiRWpuDJn0hR,0.801,202673,0.585,7GY3zgp2k4ZiRWpuDJn0hR,2.67e-06,6,0.112,-7.287,0,0.0343,99.996,4,https://api.spotify.com/v1/tracks/7GY3zgp2k4ZiRWpuDJn0hR,audio_features,spotify:track:7GY3zgp2k4ZiRWpuDJn0hR,0.532
212,Split It,3EATISg39vr81RXoosDtil,Doe Boy,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.16,https://api.spotify.com/v1/audio-analysis/3EATISg39vr81RXoosDtil,0.893,171312,0.768,3EATISg39vr81RXoosDtil,0,9,0.204,-3.065,1,0.29,140.07,4,https://api.spotify.com/v1/tracks/3EATISg39vr81RXoosDtil,audio_features,spotify:track:3EATISg39vr81RXoosDtil,0.751
213,Rich Bitch,5KglajBRaDVCtzJnLFc1Zr,Bankrol Hayden,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.07,https://api.spotify.com/v1/audio-analysis/5KglajBRaDVCtzJnLFc1Zr,0.759,117133,0.807,5KglajBRaDVCtzJnLFc1Zr,0,4,0.0659,-5.569,0,0.101,176.126,4,https://api.spotify.com/v1/tracks/5KglajBRaDVCtzJnLFc1Zr,audio_features,spotify:track:5KglajBRaDVCtzJnLFc1Zr,0.845
214,IN THE BEGINNING,56sFdF2eRZ4SE6KWLRqxVS,Justin Rarri,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.41,https://api.spotify.com/v1/audio-analysis/56sFdF2eRZ4SE6KWLRqxVS,0.786,192014,0.511,56sFdF2eRZ4SE6KWLRqxVS,0,7,0.0844,-10.076,0,0.259,100.045,4,https://api.spotify.com/v1/tracks/56sFdF2eRZ4SE6KWLRqxVS,audio_features,spotify:track:56sFdF2eRZ4SE6KWLRqxVS,0.192
215,DEALER (feat. Future & Lil Baby),2Phy6PupYrV7yn1cjV8kTL,RMR,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.105,https://api.spotify.com/v1/audio-analysis/2Phy6PupYrV7yn1cjV8kTL,0.885,192794,0.525,2Phy6PupYrV7yn1cjV8kTL,0.000124,1,0.132,-5.087,1,0.075,119.975,4,https://api.spotify.com/v1/tracks/2Phy6PupYrV7yn1cjV8kTL,audio_features,spotify:track:2Phy6PupYrV7yn1cjV8kTL,0.058
216,Quarantine Flow,4DuVTTsxzViraL5Sl17prt,Bankroll Freddie,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.339,https://api.spotify.com/v1/audio-analysis/4DuVTTsxzViraL5Sl17prt,0.693,110035,0.576,4DuVTTsxzViraL5Sl17prt,0,1,0.722,-6.435,1,0.308,98.148,3,https://api.spotify.com/v1/tracks/4DuVTTsxzViraL5Sl17prt,audio_features,spotify:track:4DuVTTsxzViraL5Sl17prt,0.472
217,Like a Million,0Q0hhXFFnSU5fVLzw7Ab5z,Jackboy,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.0344,https://api.spotify.com/v1/audio-analysis/0Q0hhXFFnSU5fVLzw7Ab5z,0.726,178285,0.462,0Q0hhXFFnSU5fVLzw7Ab5z,8.77e-06,6,0.11,-9.732,0,0.358,139.972,4,https://api.spotify.com/v1/tracks/0Q0hhXFFnSU5fVLzw7Ab5z,audio_features,spotify:track:0Q0hhXFFnSU5fVLzw7Ab5z,0.511
218,Moody,4G77NVRPheQt9bb3dIizXM,Sheff G,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.821,https://api.spotify.com/v1/audio-analysis/4G77NVRPheQt9bb3dIizXM,0.82,102800,0.446,4G77NVRPheQt9bb3dIizXM,0,3,0.104,-7.797,1,0.146,131.093,4,https://api.spotify.com/v1/tracks/4G77NVRPheQt9bb3dIizXM,audio_features,spotify:track:4G77NVRPheQt9bb3dIizXM,0.626
219,No Questions,4RHHhJbneFWfJxkGQOO9Ud,22Gz,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.518,https://api.spotify.com/v1/audio-analysis/4RHHhJbneFWfJxkGQOO9Ud,0.612,185182,0.781,4RHHhJbneFWfJxkGQOO9Ud,0,9,0.108,-3.424,1,0.333,144.979,4,https://api.spotify.com/v1/tracks/4RHHhJbneFWfJxkGQOO9Ud,audio_features,spotify:track:4RHHhJbneFWfJxkGQOO9Ud,0.486
220,Demons & Goblins (feat. Meek Mill),5REROwBMigNwR0nTeTSg4W,Fivio Foreign,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.0609,https://api.spotify.com/v1/audio-analysis/5REROwBMigNwR0nTeTSg4W,0.777,184790,0.626,5REROwBMigNwR0nTeTSg4W,0,11,0.129,-5.019,1,0.309,145.052,4,https://api.spotify.com/v1/tracks/5REROwBMigNwR0nTeTSg4W,audio_features,spotify:track:5REROwBMigNwR0nTeTSg4W,0.188
221,Off Shit (feat. Fivio Foreign),5U3K153oaBSA1DZ3rlSxOy,Black Fortune,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.459,https://api.spotify.com/v1/audio-analysis/5U3K153oaBSA1DZ3rlSxOy,0.65,216627,0.809,5U3K153oaBSA1DZ3rlSxOy,0,4,0.358,-5.017,0,0.246,143.001,4,https://api.spotify.com/v1/tracks/5U3K153oaBSA1DZ3rlSxOy,audio_features,spotify:track:5U3K153oaBSA1DZ3rlSxOy,0.645
222,Bag Talk,7cGDitBaaj0KrqISL2oQ1i,Renni Rucci,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.107,https://api.spotify.com/v1/audio-analysis/7cGDitBaaj0KrqISL2oQ1i,0.942,123200,0.719,7cGDitBaaj0KrqISL2oQ1i,0,1,0.202,-5.615,1,0.106,126.057,4,https://api.spotify.com/v1/tracks/7cGDitBaaj0KrqISL2oQ1i,audio_features,spotify:track:7cGDitBaaj0KrqISL2oQ1i,0.44
223,Raccs,4lFDRqnD8UgeMU5eL5Biuq,Yella Beezy,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.0688,https://api.spotify.com/v1/audio-analysis/4lFDRqnD8UgeMU5eL5Biuq,0.648,254595,0.711,4lFDRqnD8UgeMU5eL5Biuq,0,1,0.0739,-6.64,1,0.422,91.839,5,https://api.spotify.com/v1/tracks/4lFDRqnD8UgeMU5eL5Biuq,audio_features,spotify:track:4lFDRqnD8UgeMU5eL5Biuq,0.673
224,Address It,1FgPyHX7HruKDL4Tx4MeZB,LPB Poody,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.109,https://api.spotify.com/v1/audio-analysis/1FgPyHX7HruKDL4Tx4MeZB,0.903,146688,0.611,1FgPyHX7HruKDL4Tx4MeZB,0.000199,10,0.0904,-8.006,0,0.268,94.525,4,https://api.spotify.com/v1/tracks/1FgPyHX7HruKDL4Tx4MeZB,audio_features,spotify:track:1FgPyHX7HruKDL4Tx4MeZB,0.329
225,Banana Split (with YNW Melly feat. Lil Durk),57Lw4YmOvpighLOnwqiuKr,Murda Beatz,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.42,https://api.spotify.com/v1/audio-analysis/57Lw4YmOvpighLOnwqiuKr,0.743,192969,0.55,57Lw4YmOvpighLOnwqiuKr,0,1,0.162,-6.521,0,0.436,141.864,4,https://api.spotify.com/v1/tracks/57Lw4YmOvpighLOnwqiuKr,audio_features,spotify:track:57Lw4YmOvpighLOnwqiuKr,0.564
226,Can't Deny (feat. Lil Tecca),3Hh1dMv74AXl5MxLvTkz8k,Nebu Kiniza,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.0628,https://api.spotify.com/v1/audio-analysis/3Hh1dMv74AXl5MxLvTkz8k,0.747,177032,0.741,3Hh1dMv74AXl5MxLvTkz8k,5.11e-05,6,0.102,-8.747,1,0.247,76.276,4,https://api.spotify.com/v1/tracks/3Hh1dMv74AXl5MxLvTkz8k,audio_features,spotify:track:3Hh1dMv74AXl5MxLvTkz8k,0.412
227,Proud Of Me,16wLw9iFIrk607LWq2qVpr,J.I the Prince of N.Y,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.362,https://api.spotify.com/v1/audio-analysis/16wLw9iFIrk607LWq2qVpr,0.624,188291,0.619,16wLw9iFIrk607LWq2qVpr,1.46e-05,0,0.14,-6.999,0,0.206,87.838,4,https://api.spotify.com/v1/tracks/16wLw9iFIrk607LWq2qVpr,audio_features,spotify:track:16wLw9iFIrk607LWq2qVpr,0.557
228,Costa Rica (feat. The Kid LAROI) - Remix,0GfoZlCUFLhnJBEMgtQZNm,Bankrol Hayden,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.165,https://api.spotify.com/v1/audio-analysis/0GfoZlCUFLhnJBEMgtQZNm,0.888,114865,0.53,0GfoZlCUFLhnJBEMgtQZNm,0,9,0.106,-9.891,1,0.364,127.887,4,https://api.spotify.com/v1/tracks/0GfoZlCUFLhnJBEMgtQZNm,audio_features,spotify:track:0GfoZlCUFLhnJBEMgtQZNm,0.644
229,Feel Some Way (feat. Wale),1sZVdBEb8byGMbotpY30fm,ADÉ,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.0969,https://api.spotify.com/v1/audio-analysis/1sZVdBEb8byGMbotpY30fm,0.727,205770,0.645,1sZVdBEb8byGMbotpY30fm,0,1,0.114,-6.853,1,0.0658,124.014,4,https://api.spotify.com/v1/tracks/1sZVdBEb8byGMbotpY30fm,audio_features,spotify:track:1sZVdBEb8byGMbotpY30fm,0.343
233,Tempo,2ca5xMtPpmULDE6aG3VuEn,Smino,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.251,https://api.spotify.com/v1/audio-analysis/2ca5xMtPpmULDE6aG3VuEn,0.685,130939,0.46,2ca5xMtPpmULDE6aG3VuEn,6.58e-06,6,0.0949,-9.007,0,0.431,102.193,3,https://api.spotify.com/v1/tracks/2ca5xMtPpmULDE6aG3VuEn,audio_features,spotify:track:2ca5xMtPpmULDE6aG3VuEn,0.771
234,Tear$,55YzTwHz7Z9Dp7fhXU2NMX,Dave B.,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.691,https://api.spotify.com/v1/audio-analysis/55YzTwHz7Z9Dp7fhXU2NMX,0.737,179155,0.31,55YzTwHz7Z9Dp7fhXU2NMX,0,8,0.0952,-14.95,1,0.558,141.773,4,https://api.spotify.com/v1/tracks/55YzTwHz7Z9Dp7fhXU2NMX,audio_features,spotify:track:55YzTwHz7Z9Dp7fhXU2NMX,0.456
235,I Got Money Now (feat. JID),72d2Dyum5DZrPx4xT2c8OR,Deante' Hitchcock,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.131,https://api.spotify.com/v1/audio-analysis/72d2Dyum5DZrPx4xT2c8OR,0.835,218800,0.68,72d2Dyum5DZrPx4xT2c8OR,0,11,0.0782,-4.329,1,0.244,132.952,4,https://api.spotify.com/v1/tracks/72d2Dyum5DZrPx4xT2c8OR,audio_features,spotify:track:72d2Dyum5DZrPx4xT2c8OR,0.703
236,Headlocc,32lECHmQimK363xwXhRUJq,Yella Beezy,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.0129,https://api.spotify.com/v1/audio-analysis/32lECHmQimK363xwXhRUJq,0.961,202277,0.571,32lECHmQimK363xwXhRUJq,0,6,0.0472,-4.002,1,0.177,125.011,4,https://api.spotify.com/v1/tracks/32lECHmQimK363xwXhRUJq,audio_features,spotify:track:32lECHmQimK363xwXhRUJq,0.64
237,No Biggie,2e0QwotOgBvdE9Yf9yGWDV,Lil 2z,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.058,https://api.spotify.com/v1/audio-analysis/2e0QwotOgBvdE9Yf9yGWDV,0.933,132989,0.369,2e0QwotOgBvdE9Yf9yGWDV,0,8,0.584,-14.159,1,0.482,130.125,4,https://api.spotify.com/v1/tracks/2e0QwotOgBvdE9Yf9yGWDV,audio_features,spotify:track:2e0QwotOgBvdE9Yf9yGWDV,0.636
238,Pull Up (feat. King Von),4txEx7xISGfhCCTkbgk9sX,Asian Doll,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.256,https://api.spotify.com/v1/audio-analysis/4txEx7xISGfhCCTkbgk9sX,0.818,177818,0.639,4txEx7xISGfhCCTkbgk9sX,0.000865,2,0.0649,-6.642,1,0.149,75.987,4,https://api.spotify.com/v1/tracks/4txEx7xISGfhCCTkbgk9sX,audio_features,spotify:track:4txEx7xISGfhCCTkbgk9sX,0.677
239,Bang (feat. DaBaby),50a20Ehut5BdEaiOoAdlQj,Blacc Zacc,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.0579,https://api.spotify.com/v1/audio-analysis/50a20Ehut5BdEaiOoAdlQj,0.837,164581,0.824,50a20Ehut5BdEaiOoAdlQj,0,2,0.0845,-4.678,1,0.328,158.079,4,https://api.spotify.com/v1/tracks/50a20Ehut5BdEaiOoAdlQj,audio_features,spotify:track:50a20Ehut5BdEaiOoAdlQj,0.795
240,FREE BIA (1ST DAY OUT),2ZAAEG3S544o5aHfh77Wth,BIA,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.367,https://api.spotify.com/v1/audio-analysis/2ZAAEG3S544o5aHfh77Wth,0.962,114603,0.352,2ZAAEG3S544o5aHfh77Wth,0.000133,7,0.124,-7.863,1,0.566,123.998,4,https://api.spotify.com/v1/tracks/2ZAAEG3S544o5aHfh77Wth,audio_features,spotify:track:2ZAAEG3S544o5aHfh77Wth,0.28
244,BALD! REMIX,10hKTZyq2N6iSULhpZXrDd,JPEGMAFIA,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.181,https://api.spotify.com/v1/audio-analysis/10hKTZyq2N6iSULhpZXrDd,0.721,153127,0.949,10hKTZyq2N6iSULhpZXrDd,0,1,0.646,0.402,1,0.31,155.015,4,https://api.spotify.com/v1/tracks/10hKTZyq2N6iSULhpZXrDd,audio_features,spotify:track:10hKTZyq2N6iSULhpZXrDd,0.705
245,Reminder,6ftqNZLOvZ3CeDqBnSastW,OMB Peezy,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.578,https://api.spotify.com/v1/audio-analysis/6ftqNZLOvZ3CeDqBnSastW,0.726,213333,0.679,6ftqNZLOvZ3CeDqBnSastW,0,3,0.353,-7.417,0,0.238,134.867,4,https://api.spotify.com/v1/tracks/6ftqNZLOvZ3CeDqBnSastW,audio_features,spotify:track:6ftqNZLOvZ3CeDqBnSastW,0.594
246,I Look Good,79aQX5Uq6t8apowFe5uueL,O.T. Genasis,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.375,https://api.spotify.com/v1/audio-analysis/79aQX5Uq6t8apowFe5uueL,0.919,101635,0.601,79aQX5Uq6t8apowFe5uueL,9.6e-06,2,0.162,-4.911,0,0.144,95.018,4,https://api.spotify.com/v1/tracks/79aQX5Uq6t8apowFe5uueL,audio_features,spotify:track:79aQX5Uq6t8apowFe5uueL,0.44
250,Freestyle,2MbtGW3eJIppcIM2yzIP2g,Stunna 4 Vegas,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.174,https://api.spotify.com/v1/audio-analysis/2MbtGW3eJIppcIM2yzIP2g,0.877,137293,0.649,2MbtGW3eJIppcIM2yzIP2g,0,6,0.0881,-6.623,1,0.37,140.029,4,https://api.spotify.com/v1/tracks/2MbtGW3eJIppcIM2yzIP2g,audio_features,spotify:track:2MbtGW3eJIppcIM2yzIP2g,0.729
251,38K,786fbdvX0cUtU5zCB1v4Yc,JayDaYoungan,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.0966,https://api.spotify.com/v1/audio-analysis/786fbdvX0cUtU5zCB1v4Yc,0.82,124933,0.525,786fbdvX0cUtU5zCB1v4Yc,0,9,0.0791,-10.097,1,0.294,83.965,4,https://api.spotify.com/v1/tracks/786fbdvX0cUtU5zCB1v4Yc,audio_features,spotify:track:786fbdvX0cUtU5zCB1v4Yc,0.33
